filename,xmin,ymin,xmax,ymax,class
images/Image_064.jpg,528,342,729,510,stressed
images/Image_064.jpg,505,520,741,627,stressed
images/Image_064.jpg,408,340,473,558,stressed
images/Image_064.jpg,140,323,396,444,stressed
images/Image_064.jpg,1,248,124,414,stressed
images/Image_064.jpg,6,524,74,672,stressed
images/Image_064.jpg,96,519,260,682,stressed
images/Image_064.jpg,119,442,247,508,stressed
images/Image_064.jpg,636,4,747,66,stressed
images/Image_065.jpg,545,4,729,222,stressed
images/Image_065.jpg,1,471,113,621,stressed
images/Image_065.jpg,3,196,91,387,stressed
images/Image_065.jpg,121,458,273,650,stressed
images/Image_065.jpg,469,266,744,461,stressed
images/Image_065.jpg,427,469,706,571,stressed
images/Image_065.jpg,115,192,308,440,stressed
images/Image_065.jpg,313,199,455,394,stressed
images/Image_065.jpg,11,1,179,144,healthy
images/Image_065.jpg,210,1,444,119,healthy
images/Image_065.jpg,513,594,750,737,healthy
images/Image_065.jpg,299,585,464,717,healthy
images/Image_065.jpg,315,417,410,570,healthy
images/Image_066.jpg,8,613,346,748,stressed
images/Image_066.jpg,1,281,114,497,stressed
images/Image_066.jpg,124,316,255,498,stressed
images/Image_066.jpg,6,62,123,263,stressed
images/Image_066.jpg,130,137,321,304,stressed
images/Image_066.jpg,338,121,465,362,stressed
images/Image_066.jpg,472,247,628,416,stressed
images/Image_066.jpg,644,130,739,354,stressed
images/Image_066.jpg,531,132,637,239,stressed
images/Image_066.jpg,537,1,745,83,healthy
images/Image_066.jpg,129,50,445,110,healthy
images/Image_066.jpg,656,595,746,747,healthy
images/Image_066.jpg,596,425,743,580,healthy
images/Image_066.jpg,308,452,587,561,healthy
images/Image_066.jpg,281,370,454,441,healthy
images/Image_067.jpg,251,572,486,748,stressed
images/Image_067.jpg,615,621,733,742,stressed
images/Image_067.jpg,574,375,740,606,stressed
images/Image_067.jpg,362,375,553,546,stressed
images/Image_067.jpg,2,425,168,671,stressed
images/Image_067.jpg,185,388,332,512,stressed
images/Image_067.jpg,1,251,141,417,stressed
images/Image_067.jpg,147,258,294,374,stressed
images/Image_067.jpg,2,1,195,242,healthy
images/Image_067.jpg,209,1,335,187,healthy
images/Image_067.jpg,530,5,737,347,healthy
images/Image_067.jpg,354,4,524,272,healthy
images/Image_067.jpg,313,283,521,358,healthy
images/Image_069.jpg,13,1,192,110,stressed
images/Image_069.jpg,1,453,227,747,stressed
images/Image_069.jpg,240,538,508,749,stressed
images/Image_069.jpg,594,324,746,529,stressed
images/Image_069.jpg,577,103,747,306,stressed
images/Image_069.jpg,279,252,481,462,stressed
images/Image_069.jpg,1,129,185,370,stressed
images/Image_069.jpg,618,589,741,745,stressed
images/Image_069.jpg,405,77,540,242,stressed
images/Image_069.jpg,202,13,347,229,stressed
images/Image_069.jpg,369,4,733,56,healthy
images/Image_069.jpg,532,520,596,741,healthy
images/Image_070.jpg,89,633,473,742,healthy
images/Image_070.jpg,74,477,176,604,healthy
images/Image_070.jpg,530,348,640,566,healthy
images/Image_070.jpg,637,227,750,307,healthy
images/Image_070.jpg,308,157,440,249,healthy
images/Image_070.jpg,6,2,216,163,stressed
images/Image_070.jpg,297,49,440,144,stressed
images/Image_070.jpg,605,1,745,80,stressed
images/Image_070.jpg,1,242,190,467,stressed
images/Image_070.jpg,1,507,54,632,stressed
images/Image_070.jpg,195,466,469,630,stressed
images/Image_070.jpg,257,311,522,449,stressed
images/Image_070.jpg,488,575,596,747,stressed
images/Image_070.jpg,606,577,746,748,stressed
images/Image_070.jpg,647,379,740,563,stressed
images/Image_070.jpg,453,5,562,170,stressed
images/Image_070.jpg,639,116,739,194,stressed
images/Image_070.jpg,221,2,405,40,stressed
images/Image_071.jpg,282,18,460,218,stressed
images/Image_071.jpg,1,226,196,424,stressed
images/Image_071.jpg,547,364,750,577,stressed
images/Image_071.jpg,488,575,569,749,stressed
images/Image_071.jpg,199,279,529,471,stressed
images/Image_071.jpg,188,481,515,570,stressed
images/Image_071.jpg,598,3,747,146,stressed
images/Image_071.jpg,41,7,162,94,healthy
images/Image_071.jpg,603,161,746,232,healthy
images/Image_071.jpg,244,591,463,738,healthy
images/Image_071.jpg,54,438,162,679,healthy
images/Image_071.jpg,541,236,638,346,healthy
images/Image_071.jpg,683,580,743,740,healthy
images/Image_072.jpg,291,1,460,71,healthy
images/Image_072.jpg,626,1,735,116,healthy
images/Image_072.jpg,3,587,106,750,healthy
images/Image_072.jpg,411,583,535,750,healthy
images/Image_072.jpg,222,453,465,573,healthy
images/Image_072.jpg,53,412,206,565,healthy
images/Image_072.jpg,494,105,655,200,healthy
images/Image_072.jpg,1,53,188,194,stressed
images/Image_072.jpg,4,195,191,302,stressed
images/Image_072.jpg,35,307,180,398,stressed
images/Image_072.jpg,212,223,371,433,stressed
images/Image_072.jpg,281,115,463,210,stressed
images/Image_072.jpg,383,217,516,439,stressed
images/Image_072.jpg,489,449,604,575,stressed
images/Image_072.jpg,622,421,750,598,stressed
images/Image_072.jpg,620,240,750,401,stressed
images/Image_072.jpg,529,216,604,387,stressed
images/Image_073.jpg,14,561,229,740,stressed
images/Image_073.jpg,1,293,112,537,stressed
images/Image_073.jpg,346,636,496,740,stressed
images/Image_073.jpg,520,524,651,744,stressed
images/Image_073.jpg,697,483,744,727,stressed
images/Image_073.jpg,316,405,501,611,stressed
images/Image_073.jpg,140,373,296,540,stressed
images/Image_073.jpg,524,390,655,511,stressed
images/Image_073.jpg,11,15,107,129,healthy
images/Image_073.jpg,121,102,301,362,healthy
images/Image_073.jpg,313,119,487,387,healthy
images/Image_073.jpg,516,212,722,373,healthy
images/Image_073.jpg,178,2,552,107,healthy
images/Image_073.jpg,653,1,744,191,healthy
images/Image_073.jpg,498,122,639,197,healthy
images/Image_074.jpg,481,5,731,192,healthy
images/Image_074.jpg,303,15,465,178,healthy
images/Image_074.jpg,93,3,277,190,healthy
images/Image_074.jpg,6,144,73,345,healthy
images/Image_074.jpg,457,202,683,294,healthy
images/Image_074.jpg,560,429,655,564,healthy
images/Image_074.jpg,369,512,553,646,healthy
images/Image_074.jpg,16,656,430,746,stressed
images/Image_074.jpg,27,404,214,619,stressed
images/Image_074.jpg,78,197,307,394,stressed
images/Image_074.jpg,320,236,448,341,stressed
images/Image_074.jpg,302,353,503,481,stressed
images/Image_074.jpg,506,303,726,406,stressed
images/Image_075.jpg,43,240,221,453,stressed
images/Image_075.jpg,3,533,191,740,stressed
images/Image_075.jpg,690,621,750,734,stressed
images/Image_075.jpg,389,636,682,745,stressed
images/Image_075.jpg,205,612,376,737,stressed
images/Image_075.jpg,187,106,312,238,stressed
images/Image_075.jpg,377,308,477,478,stressed
images/Image_075.jpg,340,120,482,305,stressed
images/Image_075.jpg,506,110,739,260,stressed
images/Image_075.jpg,1,98,133,179,stressed
images/Image_075.jpg,414,1,721,102,healthy
images/Image_075.jpg,16,1,377,69,healthy
images/Image_075.jpg,499,273,644,458,healthy
images/Image_075.jpg,210,506,398,594,healthy
images/Image_075.jpg,251,269,297,357,stressed
images/Image_076.jpg,15,635,196,740,healthy
images/Image_076.jpg,462,590,633,740,healthy
images/Image_076.jpg,56,155,172,257,healthy
images/Image_076.jpg,545,91,633,236,healthy
images/Image_076.jpg,383,197,515,266,healthy
images/Image_076.jpg,281,324,432,437,healthy
images/Image_076.jpg,44,62,212,149,stressed
images/Image_076.jpg,1,4,79,44,stressed
images/Image_076.jpg,149,5,318,48,stressed
images/Image_076.jpg,339,1,501,170,stressed
images/Image_076.jpg,513,2,733,86,stressed
images/Image_076.jpg,693,423,746,532,stressed
images/Image_076.jpg,452,433,663,581,stressed
images/Image_076.jpg,660,596,718,735,stressed
images/Image_076.jpg,379,604,451,731,stressed
images/Image_076.jpg,224,613,314,735,stressed
images/Image_076.jpg,6,344,157,615,stressed
images/Image_076.jpg,163,329,270,548,stressed
images/Image_076.jpg,293,445,435,580,stressed
images/Image_076.jpg,255,90,301,169,stressed
images/Image_078.jpg,62,1,219,70,healthy
images/Image_078.jpg,372,1,595,111,healthy
images/Image_078.jpg,156,646,290,741,healthy
images/Image_078.jpg,13,439,215,587,healthy
images/Image_078.jpg,696,483,746,649,healthy
images/Image_078.jpg,478,425,660,619,healthy
images/Image_078.jpg,282,107,413,252,healthy
images/Image_078.jpg,8,221,149,408,stressed
images/Image_078.jpg,233,419,339,557,stressed
images/Image_078.jpg,377,394,468,528,stressed
images/Image_078.jpg,702,224,750,332,stressed
images/Image_078.jpg,499,263,696,404,stressed
images/Image_078.jpg,404,261,480,370,stressed
images/Image_078.jpg,157,153,264,382,stressed
images/Image_078.jpg,272,272,374,333,stressed
images/Image_080.jpg,15,1,189,199,healthy
images/Image_080.jpg,5,214,147,294,healthy
images/Image_080.jpg,12,418,166,607,healthy
images/Image_080.jpg,206,42,306,195,healthy
images/Image_080.jpg,358,7,503,231,healthy
images/Image_080.jpg,666,12,748,235,healthy
images/Image_080.jpg,520,138,632,253,healthy
images/Image_080.jpg,514,2,656,58,healthy
images/Image_080.jpg,190,283,320,413,stressed
images/Image_080.jpg,337,378,427,545,stressed
images/Image_080.jpg,441,341,568,486,stressed
images/Image_080.jpg,273,556,416,700,stressed
images/Image_080.jpg,438,495,533,691,stressed
images/Image_080.jpg,553,571,749,741,stressed
images/Image_080.jpg,580,403,741,539,stressed
images/Image_080.jpg,1,282,180,413,stressed
images/Image_081.jpg,1,631,172,748,stressed
images/Image_081.jpg,189,613,326,750,stressed
images/Image_081.jpg,508,702,586,742,stressed
images/Image_081.jpg,555,405,748,573,stressed
images/Image_081.jpg,590,252,738,394,stressed
images/Image_081.jpg,439,194,570,321,stressed
images/Image_081.jpg,436,340,538,515,stressed
images/Image_081.jpg,297,388,419,502,stressed
images/Image_081.jpg,330,210,427,372,stressed
images/Image_081.jpg,171,130,323,266,stressed
images/Image_081.jpg,1,114,156,266,stressed
images/Image_081.jpg,7,1,199,95,healthy
images/Image_081.jpg,216,1,286,62,healthy
images/Image_081.jpg,346,1,576,100,healthy
images/Image_081.jpg,600,1,745,71,healthy
images/Image_081.jpg,5,274,154,486,healthy
images/Image_081.jpg,346,633,463,741,healthy
images/Image_081.jpg,704,79,750,175,healthy
images/Image_082.jpg,1,194,95,310,healthy
images/Image_082.jpg,28,65,151,173,healthy
images/Image_082.jpg,285,436,491,557,healthy
images/Image_082.jpg,174,663,305,742,healthy
images/Image_082.jpg,4,611,165,742,healthy
images/Image_082.jpg,698,523,748,704,stressed
images/Image_082.jpg,526,513,623,678,stressed
images/Image_082.jpg,320,587,521,741,stressed
images/Image_082.jpg,1,449,178,595,stressed
images/Image_082.jpg,186,414,263,541,stressed
images/Image_082.jpg,5,1,202,56,stressed
images/Image_082.jpg,705,112,750,204,stressed
images/Image_082.jpg,565,208,744,381,stressed
images/Image_082.jpg,603,40,698,213,stressed
images/Image_082.jpg,415,1,590,142,stressed
images/Image_082.jpg,424,153,557,330,stressed
images/Image_082.jpg,273,211,414,339,stressed
images/Image_082.jpg,237,4,396,182,stressed
images/Image_083.jpg,695,467,750,633,stressed
images/Image_083.jpg,523,454,660,616,stressed
images/Image_083.jpg,1,370,185,557,stressed
images/Image_083.jpg,196,360,294,499,stressed
images/Image_083.jpg,426,682,610,748,stressed
images/Image_083.jpg,346,540,508,667,stressed
images/Image_083.jpg,1,568,215,663,stressed
images/Image_083.jpg,690,156,750,285,stressed
images/Image_083.jpg,546,172,686,341,stressed
images/Image_083.jpg,279,158,430,308,stressed
images/Image_083.jpg,282,1,418,130,stressed
images/Image_083.jpg,610,16,747,139,stressed
images/Image_083.jpg,443,1,574,158,stressed
images/Image_083.jpg,461,162,520,275,stressed
images/Image_083.jpg,27,1,191,50,stressed
images/Image_083.jpg,1,138,102,245,healthy
images/Image_083.jpg,21,58,173,130,healthy
images/Image_083.jpg,1,675,188,741,healthy
images/Image_083.jpg,202,672,372,744,healthy
images/Image_083.jpg,307,395,482,521,healthy
images/Image_084.jpg,297,242,473,374,healthy
images/Image_084.jpg,1,5,126,107,healthy
images/Image_084.jpg,195,490,354,680,healthy
images/Image_084.jpg,1,428,173,623,healthy
images/Image_084.jpg,4,233,171,415,stressed
images/Image_084.jpg,177,212,288,348,stressed
images/Image_084.jpg,416,525,604,696,stressed
images/Image_084.jpg,705,316,750,502,stressed
images/Image_084.jpg,520,317,664,466,stressed
images/Image_084.jpg,370,405,514,519,stressed
images/Image_084.jpg,179,349,265,430,stressed
images/Image_084.jpg,276,13,411,156,stressed
images/Image_084.jpg,433,1,556,136,stressed
images/Image_084.jpg,570,6,749,161,stressed
images/Image_085.jpg,587,613,748,750,stressed
images/Image_085.jpg,376,562,570,750,stressed
images/Image_085.jpg,203,562,372,750,stressed
images/Image_085.jpg,3,537,194,750,stressed
images/Image_085.jpg,18,203,146,292,stressed
images/Image_085.jpg,1,1,138,174,healthy
images/Image_085.jpg,151,1,338,170,healthy
images/Image_085.jpg,355,1,546,157,healthy
images/Image_085.jpg,553,2,749,169,healthy
images/Image_085.jpg,541,175,732,378,healthy
images/Image_085.jpg,349,158,524,342,healthy
images/Image_085.jpg,156,171,348,329,healthy
images/Image_085.jpg,540,381,741,562,healthy
images/Image_085.jpg,369,358,524,527,healthy
images/Image_085.jpg,236,348,355,475,healthy
images/Image_085.jpg,5,312,96,419,healthy
images/Image_086.jpg,530,1,745,150,healthy
images/Image_086.jpg,532,157,740,398,healthy
images/Image_086.jpg,310,7,507,142,healthy
images/Image_086.jpg,372,152,512,385,healthy
images/Image_086.jpg,256,164,361,337,healthy
images/Image_086.jpg,171,6,291,131,healthy
images/Image_086.jpg,172,131,253,219,healthy
images/Image_086.jpg,1,144,111,254,healthy
images/Image_086.jpg,601,642,733,749,healthy
images/Image_086.jpg,468,596,572,740,healthy
images/Image_086.jpg,533,436,653,597,healthy
images/Image_086.jpg,1,370,128,515,stressed
images/Image_086.jpg,60,587,169,742,stressed
images/Image_086.jpg,1,533,51,667,stressed
images/Image_086.jpg,318,580,456,746,stressed
images/Image_086.jpg,174,597,316,687,stressed
images/Image_086.jpg,221,412,370,572,stressed
images/Image_086.jpg,146,403,205,520,stressed
images/Image_086.jpg,15,46,135,140,stressed
images/Image_086.jpg,383,407,524,575,stressed
images/Image_086.jpg,668,486,745,635,stressed
images/Image_087.jpg,1,185,111,365,stressed
images/Image_087.jpg,72,383,183,579,stressed
images/Image_087.jpg,1,383,46,525,stressed
images/Image_087.jpg,123,244,202,356,stressed
images/Image_087.jpg,337,504,441,611,stressed
images/Image_087.jpg,195,385,318,537,stressed
images/Image_087.jpg,407,649,579,748,stressed
images/Image_087.jpg,33,706,102,750,stressed
images/Image_087.jpg,174,698,325,750,stressed
images/Image_087.jpg,218,255,356,381,stressed
images/Image_087.jpg,383,267,523,395,stressed
images/Image_087.jpg,329,402,446,490,stressed
images/Image_087.jpg,643,330,750,465,stressed
images/Image_087.jpg,638,487,750,617,stressed
images/Image_087.jpg,4,1,120,104,healthy
images/Image_087.jpg,140,1,238,69,healthy
images/Image_087.jpg,248,32,341,204,healthy
images/Image_087.jpg,374,1,518,220,healthy
images/Image_087.jpg,530,104,743,258,healthy
images/Image_087.jpg,530,4,744,91,healthy
images/Image_087.jpg,556,278,630,396,healthy
images/Image_087.jpg,466,411,618,564,healthy
images/Image_088.jpg,568,1,740,40,healthy
images/Image_088.jpg,369,1,548,46,healthy
images/Image_088.jpg,453,229,573,382,healthy
images/Image_088.jpg,589,302,745,444,healthy
images/Image_088.jpg,543,89,621,229,healthy
images/Image_088.jpg,21,506,145,688,stressed
images/Image_088.jpg,216,523,386,713,stressed
images/Image_088.jpg,693,610,745,748,stressed
images/Image_088.jpg,586,620,679,750,stressed
images/Image_088.jpg,444,461,574,627,stressed
images/Image_088.jpg,403,627,568,750,stressed
images/Image_088.jpg,294,216,439,394,stressed
images/Image_088.jpg,274,70,396,205,stressed
images/Image_088.jpg,407,60,529,208,stressed
images/Image_088.jpg,631,121,745,294,stressed
images/Image_088.jpg,1,8,95,162,stressed
images/Image_088.jpg,121,67,269,206,stressed
images/Image_088.jpg,1,179,70,338,stressed
images/Image_088.jpg,86,216,288,383,stressed
images/Image_090.jpg,641,5,750,109,healthy
images/Image_090.jpg,636,113,739,252,healthy
images/Image_090.jpg,472,2,628,129,healthy
images/Image_090.jpg,491,138,626,227,healthy
images/Image_090.jpg,316,94,463,219,stressed
images/Image_090.jpg,311,3,441,77,stressed
images/Image_090.jpg,191,1,299,146,stressed
images/Image_090.jpg,64,28,170,192,stressed
images/Image_090.jpg,2,1,57,117,stressed
images/Image_090.jpg,16,306,139,486,stressed
images/Image_090.jpg,1,545,119,675,stressed
images/Image_090.jpg,202,338,388,497,stressed
images/Image_090.jpg,290,520,439,738,stressed
images/Image_090.jpg,439,279,590,427,stressed
images/Image_090.jpg,503,635,750,741,stressed
images/Image_090.jpg,573,441,746,626,stressed
images/Image_090.jpg,452,442,554,613,stressed
images/Image_091.jpg,194,650,489,742,stressed
images/Image_091.jpg,637,614,750,732,stressed
images/Image_091.jpg,720,453,750,541,stressed
images/Image_091.jpg,389,522,477,641,stressed
images/Image_091.jpg,668,5,750,133,stressed
images/Image_091.jpg,615,140,750,321,stressed
images/Image_091.jpg,565,20,660,122,stressed
images/Image_091.jpg,387,38,563,100,stressed
images/Image_091.jpg,442,130,596,299,stressed
images/Image_091.jpg,351,305,536,437,stressed
images/Image_091.jpg,280,119,427,280,stressed
images/Image_091.jpg,141,78,257,224,stressed
images/Image_091.jpg,1,229,205,331,stressed
images/Image_091.jpg,1,6,115,206,healthy
images/Image_091.jpg,1,460,181,596,healthy
images/Image_091.jpg,65,341,223,444,healthy
images/Image_091.jpg,1,643,172,744,healthy
images/Image_091.jpg,482,439,695,558,healthy
images/Image_091.jpg,491,558,621,631,healthy
images/Image_092.jpg,622,1,745,121,healthy
images/Image_092.jpg,1,219,178,373,healthy
images/Image_092.jpg,83,44,220,206,healthy
images/Image_092.jpg,504,248,678,399,healthy
images/Image_092.jpg,1,442,160,585,healthy
images/Image_092.jpg,539,532,710,712,healthy
images/Image_092.jpg,412,563,531,750,healthy
images/Image_092.jpg,307,603,403,750,healthy
images/Image_092.jpg,356,88,519,222,stressed
images/Image_092.jpg,293,1,444,78,stressed
images/Image_092.jpg,456,4,613,89,stressed
images/Image_092.jpg,13,1,73,174,stressed
images/Image_092.jpg,100,1,260,41,stressed
images/Image_092.jpg,685,237,750,394,stressed
images/Image_092.jpg,607,414,750,529,stressed
images/Image_092.jpg,379,288,495,414,stressed
images/Image_092.jpg,179,435,349,585,stressed
images/Image_092.jpg,186,598,300,750,stressed
images/Image_092.jpg,1,602,153,748,stressed
images/Image_092.jpg,357,423,478,548,stressed
images/Image_092.jpg,273,83,345,149,stressed
images/Image_093.jpg,1,633,274,741,stressed
images/Image_093.jpg,129,531,261,625,stressed
images/Image_093.jpg,368,628,684,750,stressed
images/Image_093.jpg,458,464,627,594,stressed
images/Image_093.jpg,646,348,750,537,stressed
images/Image_093.jpg,3,108,163,278,stressed
images/Image_093.jpg,111,285,238,463,stressed
images/Image_093.jpg,176,39,328,261,stressed
images/Image_093.jpg,360,172,507,363,stressed
images/Image_093.jpg,251,269,338,382,stressed
images/Image_093.jpg,340,6,432,154,stressed
images/Image_093.jpg,620,67,736,242,stressed
images/Image_093.jpg,516,139,606,228,stressed
images/Image_093.jpg,450,1,613,116,stressed
images/Image_093.jpg,668,3,750,39,stressed
images/Image_093.jpg,4,314,89,390,stressed
images/Image_093.jpg,279,442,451,621,healthy
images/Image_094.jpg,337,613,518,750,healthy
images/Image_094.jpg,303,335,489,514,healthy
images/Image_094.jpg,168,174,363,292,stressed
images/Image_094.jpg,82,5,221,160,stressed
images/Image_094.jpg,9,1,68,112,stressed
images/Image_094.jpg,1,193,35,361,stressed
images/Image_094.jpg,68,194,151,253,stressed
images/Image_094.jpg,650,1,750,95,stressed
images/Image_094.jpg,549,3,637,99,stressed
images/Image_094.jpg,395,38,551,221,stressed
images/Image_094.jpg,236,1,378,157,stressed
images/Image_094.jpg,522,330,677,478,stressed
images/Image_094.jpg,180,392,294,540,stressed
images/Image_094.jpg,698,237,750,394,stressed
images/Image_094.jpg,577,530,743,690,stressed
images/Image_094.jpg,431,483,571,602,stressed
images/Image_094.jpg,177,539,315,635,stressed
images/Image_094.jpg,165,644,320,745,stressed
images/Image_094.jpg,3,505,151,744,stressed
images/Image_095.jpg,611,304,750,453,stressed
images/Image_095.jpg,639,47,750,297,stressed
images/Image_095.jpg,541,116,645,289,stressed
images/Image_095.jpg,361,83,536,246,stressed
images/Image_095.jpg,349,249,476,323,stressed
images/Image_095.jpg,1,322,77,470,stressed
images/Image_095.jpg,95,275,256,416,stressed
images/Image_095.jpg,209,163,343,270,stressed
images/Image_095.jpg,626,525,750,630,stressed
images/Image_095.jpg,571,631,749,750,stressed
images/Image_095.jpg,406,656,574,746,stressed
images/Image_095.jpg,282,654,404,750,healthy
images/Image_095.jpg,207,605,269,750,healthy
images/Image_095.jpg,132,681,188,750,healthy
images/Image_095.jpg,1,545,112,741,healthy
images/Image_095.jpg,1,1,126,225,healthy
images/Image_095.jpg,129,1,203,232,healthy
images/Image_095.jpg,230,1,347,141,healthy
images/Image_095.jpg,358,1,486,28,healthy
images/Image_095.jpg,327,330,470,454,healthy
images/Image_095.jpg,245,455,431,592,healthy
images/Image_096.jpg,382,1,582,122,healthy
images/Image_096.jpg,185,1,346,128,healthy
images/Image_096.jpg,6,1,165,120,healthy
images/Image_096.jpg,247,133,416,364,healthy
images/Image_096.jpg,144,128,232,366,healthy
images/Image_096.jpg,1,107,73,245,healthy
images/Image_096.jpg,12,250,129,377,healthy
images/Image_096.jpg,1,387,239,510,healthy
images/Image_096.jpg,1,515,198,749,healthy
images/Image_096.jpg,502,550,696,736,healthy
images/Image_096.jpg,478,389,613,539,healthy
images/Image_096.jpg,631,19,750,145,stressed
images/Image_096.jpg,615,156,750,329,stressed
images/Image_096.jpg,463,160,613,373,stressed
images/Image_096.jpg,253,370,452,497,stressed
images/Image_096.jpg,249,500,476,604,stressed
images/Image_096.jpg,204,610,403,744,stressed
images/Image_096.jpg,656,354,745,407,stressed
images/Image_097.jpg,631,263,750,412,stressed
images/Image_097.jpg,593,421,749,569,stressed
images/Image_097.jpg,458,433,572,558,stressed
images/Image_097.jpg,636,589,719,683,stressed
images/Image_097.jpg,351,569,513,738,stressed
images/Image_097.jpg,418,85,558,175,stressed
images/Image_097.jpg,198,138,264,371,stressed
images/Image_097.jpg,675,1,743,81,healthy
images/Image_097.jpg,422,2,640,65,healthy
images/Image_097.jpg,388,192,516,363,healthy
images/Image_097.jpg,272,2,405,160,healthy
images/Image_097.jpg,271,170,377,296,healthy
images/Image_097.jpg,1,1,257,123,healthy
images/Image_097.jpg,1,124,162,248,healthy
images/Image_097.jpg,1,263,165,354,healthy
images/Image_097.jpg,1,364,83,504,healthy
images/Image_097.jpg,1,512,206,748,healthy
images/Image_097.jpg,214,567,332,742,healthy
images/Image_097.jpg,226,387,424,560,healthy
images/Image_097.jpg,89,372,211,495,healthy
images/Image_097.jpg,283,315,353,386,healthy
images/Image_097.jpg,529,632,616,745,healthy
images/Image_098.jpg,247,413,411,545,healthy
images/Image_098.jpg,215,549,351,744,healthy
images/Image_098.jpg,357,545,435,688,healthy
images/Image_098.jpg,133,1,363,98,healthy
images/Image_098.jpg,1,1,114,103,healthy
images/Image_098.jpg,4,104,147,263,healthy
images/Image_098.jpg,1,271,199,377,healthy
images/Image_098.jpg,5,375,214,491,healthy
images/Image_098.jpg,1,493,210,649,stressed
images/Image_098.jpg,1,648,152,744,stressed
images/Image_098.jpg,653,6,745,195,stressed
images/Image_098.jpg,531,1,639,94,stressed
images/Image_098.jpg,406,25,521,158,stressed
images/Image_098.jpg,543,110,648,241,stressed
images/Image_098.jpg,530,249,630,437,stressed
images/Image_098.jpg,335,163,510,298,stressed
images/Image_098.jpg,216,165,323,394,stressed
images/Image_098.jpg,591,589,745,750,stressed
images/Image_098.jpg,516,655,589,746,stressed
images/Image_098.jpg,621,473,750,581,stressed
images/Image_098.jpg,704,323,747,465,stressed
images/Image_098.jpg,366,312,432,390,stressed
images/Image_099.jpg,606,590,749,750,stressed
images/Image_099.jpg,518,654,595,750,stressed
images/Image_099.jpg,613,475,750,580,stressed
images/Image_099.jpg,702,331,748,471,stressed
images/Image_099.jpg,551,3,728,67,stressed
images/Image_099.jpg,396,36,538,154,stressed
images/Image_099.jpg,349,155,519,307,stressed
images/Image_099.jpg,528,255,637,402,stressed
images/Image_099.jpg,538,82,690,250,stressed
images/Image_099.jpg,699,73,748,183,stressed
images/Image_099.jpg,211,166,336,330,stressed
images/Image_099.jpg,389,337,469,423,stressed
images/Image_099.jpg,99,350,252,447,stressed
images/Image_099.jpg,110,453,221,631,stressed
images/Image_099.jpg,5,505,113,745,stressed
images/Image_099.jpg,130,1,308,113,healthy
images/Image_099.jpg,7,1,113,107,healthy
images/Image_099.jpg,1,120,155,332,healthy
images/Image_099.jpg,1,338,70,480,healthy
images/Image_099.jpg,239,570,435,745,healthy
images/Image_099.jpg,261,387,396,566,healthy
images/Image_100.jpg,1,604,79,736,healthy
images/Image_100.jpg,87,602,168,697,healthy
images/Image_100.jpg,2,428,158,590,healthy
images/Image_100.jpg,3,1,72,99,healthy
images/Image_100.jpg,618,623,750,747,healthy
images/Image_100.jpg,668,504,746,615,healthy
images/Image_100.jpg,526,646,615,745,healthy
images/Image_100.jpg,478,442,594,536,healthy
images/Image_100.jpg,487,310,636,432,healthy
images/Image_100.jpg,716,69,750,180,healthy
images/Image_100.jpg,639,224,750,367,stressed
images/Image_100.jpg,672,373,746,489,stressed
images/Image_100.jpg,371,470,472,580,stressed
images/Image_100.jpg,357,594,512,750,stressed
images/Image_100.jpg,266,660,346,750,stressed
images/Image_100.jpg,4,169,87,412,stressed
images/Image_100.jpg,98,154,222,329,stressed
images/Image_100.jpg,230,229,379,417,stressed
images/Image_100.jpg,241,150,461,223,stressed
images/Image_100.jpg,140,17,271,145,stressed
images/Image_100.jpg,422,1,560,148,stressed
images/Image_100.jpg,293,1,422,138,stressed
images/Image_101.jpg,8,1,238,235,healthy
images/Image_101.jpg,1,242,213,474,healthy
images/Image_101.jpg,1,480,238,745,healthy
images/Image_101.jpg,246,483,501,740,healthy
images/Image_101.jpg,221,242,486,471,healthy
images/Image_101.jpg,283,7,529,232,healthy
images/Image_101.jpg,528,5,748,231,healthy
images/Image_101.jpg,513,677,646,749,healthy
images/Image_101.jpg,515,537,596,653,healthy
images/Image_101.jpg,602,432,720,595,healthy
images/Image_101.jpg,511,238,581,524,healthy
images/Image_101.jpg,594,230,744,425,healthy
images/Image_102.jpg,1,1,255,217,healthy
images/Image_102.jpg,1,219,289,478,healthy
images/Image_102.jpg,1,482,280,747,healthy
images/Image_102.jpg,301,414,603,746,healthy
images/Image_102.jpg,630,539,740,750,healthy
images/Image_102.jpg,611,281,736,517,healthy
images/Image_102.jpg,426,164,602,411,healthy
images/Image_102.jpg,494,1,660,167,healthy
images/Image_102.jpg,275,1,453,90,healthy
images/Image_102.jpg,668,129,745,280,stressed
images/Image_102.jpg,297,95,412,291,stressed
images/Image_105.jpg,5,1,227,246,healthy
images/Image_105.jpg,1,250,160,461,healthy
images/Image_105.jpg,1,472,143,592,healthy
images/Image_105.jpg,1,641,60,745,healthy
images/Image_105.jpg,619,233,750,369,healthy
images/Image_105.jpg,693,152,748,233,healthy
images/Image_105.jpg,677,411,750,608,healthy
images/Image_105.jpg,662,658,750,745,stressed
images/Image_105.jpg,364,604,528,746,stressed
images/Image_105.jpg,180,610,357,746,stressed
images/Image_105.jpg,212,439,346,621,stressed
images/Image_105.jpg,358,492,471,602,stressed
images/Image_105.jpg,365,353,547,478,stressed
